1.580000	7.641871	
8.280000	11.603920	
0.340000	3.095304	
5.730000	11.590605	
0.760000	4.443571	
1.820000	8.485315	
2.310000	9.829111	
4.630000	11.535503	
7.500000	11.603234	
6.030000	11.595476	
6.720000	11.601069	
5.020000	11.565468	
7.570000	11.603333	
0.690000	4.194129	
3.440000	11.218109	
1.740000	8.216042	
8.430000	11.603983	
7.390000	11.603058	
6.750000	11.601207	
3.540000	11.269446	
8.240000	11.603900	
6.540000	11.600107	
3.720000	11.345676	
4.800000	11.550674	
9.850000	11.604206	
7.600000	11.603372	
2.970000	10.858215	
9.450000	11.604179	
2.500000	10.207445	
0.920000	5.042892	
8.580000	11.604033	
0.950000	5.158996	
6.040000	11.595604	
0.200000	2.732085	
1.680000	8.005962	
3.250000	11.098969	
6.250000	11.597902	
8.770000	11.604082	
8.420000	11.603979	
0.010000	2.309326	
5.370000	11.581071	
7.400000	11.603075	
8.150000	11.603852	
8.560000	11.604027	
4.600000	11.532413	
1.020000	5.433385	
1.980000	8.983434	
8.740000	11.604076	
9.760000	11.604200	
8.480000	11.604000	
1.510000	7.377927	
2.980000	10.868404	
4.170000	11.469570	
9.560000	11.604189	
9.370000	11.604174	
1.630000	7.825975	
6.650000	11.600725	
2.830000	10.701237	
3.380000	11.183748	
1.880000	8.678620	
8.590000	11.604036	
2.020000	9.099106	
3.300000	11.133348	
1.690000	8.041436	
8.790000	11.604088	
9.480000	11.604183	
8.830000	11.604095	
2.370000	9.956764	
8.880000	11.604105	
2.730000	10.571287	
3.870000	11.396027	
2.960000	10.847898	
5.360000	11.580727	
8.910000	11.604112	
3.480000	11.239496	
3.850000	11.389914	
8.310000	11.603933	
1.980000	8.983434	
4.440000	11.513449	
8.050000	11.603791	
8.560000	11.604027	
7.330000	11.602949	
3.470000	11.234259	
6.050000	11.595730	
0.660000	4.089962	
1.710000	8.111837	
0.910000	5.004418	
9.400000	11.604176	
5.090000	11.569260	
8.150000	11.603852	
9.970000	11.604210	
8.960000	11.604120	
3.680000	11.330353	
7.140000	11.602531	
6.070000	11.595978	
3.540000	11.269446	
6.520000	11.599983	
9.830000	11.604204	
6.340000	11.598690	
7.700000	11.603491	
