8.500000	11.893391	
5.880000	11.872395	
1.820000	8.486870	
8.810000	11.893614	
0.770000	4.715727	
2.400000	10.016135	
8.620000	11.893488	
6.250000	11.880821	
5.110000	11.833759	
2.030000	9.113671	
3.240000	11.204211	
6.630000	11.886079	
7.080000	11.889675	
2.390000	9.995168	
5.910000	11.873243	
2.020000	9.085649	
4.320000	11.722766	
5.420000	11.854111	
0.670000	4.375986	
2.230000	9.634050	
8.900000	11.893662	
6.440000	11.883781	
8.360000	11.893255	
6.950000	11.888847	
9.250000	11.893806	
4.840000	11.807811	
5.490000	11.857660	
5.180000	11.839109	
0.610000	4.179180	
1.240000	6.437533	
7.010000	11.889247	
9.430000	11.893858	
5.290000	11.846578	
2.520000	10.253460	
6.190000	11.879721	
7.900000	11.892584	
9.610000	11.893898	
2.230000	9.634050	
9.000000	11.893711	
7.410000	11.891232	
3.420000	11.344303	
5.680000	11.865788	
0.380000	3.480903	
6.610000	11.885863	
7.850000	11.892483	
7.830000	11.892441	
6.500000	11.884570	
6.140000	11.878735	
7.060000	11.889557	
6.430000	11.883644	
2.340000	9.887530	
4.770000	11.799438	
3.660000	11.489530	
0.870000	5.068218	
6.930000	11.888706	
5.760000	11.868643	
1.000000	5.541256	
9.680000	11.893912	
5.740000	11.867958	
0.140000	2.856905	
3.320000	11.270182	
6.250000	11.880821	
0.440000	3.653968	
7.750000	11.892260	
5.530000	11.859546	
1.130000	6.025030	
5.940000	11.874058	
5.400000	11.853034	
3.260000	11.221291	
7.000000	11.889183	
4.230000	11.701284	
9.680000	11.893912	
1.470000	7.289150	
0.360000	3.424705	
7.520000	11.891617	
3.860000	11.581646	
0.460000	3.713125	
1.140000	6.062488	
9.320000	11.893827	
7.650000	11.892004	
5.810000	11.870279	
2.450000	10.118198	
6.600000	11.885754	
0.520000	3.894897	
9.670000	11.893909	
1.830000	8.518477	
8.700000	11.893544	
6.180000	11.879528	
8.050000	11.892849	
8.860000	11.893641	
4.800000	11.803122	
6.890000	11.888413	
3.930000	11.608799	
3.890000	11.593578	
2.900000	10.845118	
0.430000	3.624662	
3.610000	11.462690	
1.170000	6.174958	
2.370000	9.952675	
7.780000	11.892329	
5.530000	11.859546	
8.380000	11.893276	
5.810000	11.870279	
0.760000	4.681140	
6.950000	11.888847	
3.020000	10.987812	
9.070000	11.893741	
2.540000	10.290503	
6.910000	11.888562	
9.970000	11.893955	
6.990000	11.889117	
6.390000	11.883074	
2.730000	10.608558	
6.550000	11.885181	
9.290000	11.893819	
8.550000	11.893433	
1.420000	7.106676	
0.850000	4.996818	
1.320000	6.736661	
6.100000	11.877895	
0.010000	2.564976	
3.140000	11.112581	
8.510000	11.893399	
2.990000	10.953894	
9.990000	11.893958	
0.840000	4.961277	
9.970000	11.893955	
2.940000	10.894792	
1.130000	6.025030	
4.980000	11.822412	
2.140000	9.409382	
2.680000	10.530620	
1.890000	8.704541	
5.450000	11.855673	
0.550000	3.988144	
1.650000	7.925433	
4.690000	11.788880	
4.500000	11.758898	
5.920000	11.873518	
9.240000	11.893803	
3.540000	11.422230	
3.660000	11.489530	
1.450000	7.216403	
6.140000	11.878735	
4.160000	11.682767	
5.650000	11.864637	
9.650000	11.893907	
9.030000	11.893724	
1.380000	6.959369	
3.840000	11.573439	
9.370000	11.893843	
6.990000	11.889117	
9.310000	11.893826	
8.120000	11.892956	
0.750000	4.646684	
9.440000	11.893860	
9.670000	11.893909	
0.820000	4.890530	
1.870000	8.643211	
4.060000	11.653253	
7.540000	11.891681	
2.110000	9.331027	
2.100000	9.304525	
1.200000	6.287506	
7.510000	11.891584	
5.300000	11.847204	
4.490000	11.757105	
0.010000	2.564976	
8.050000	11.892849	
4.880000	11.812260	
3.330000	11.277998	
9.410000	11.893852	
0.100000	2.763659	
3.990000	11.630230	
4.160000	11.682767	
6.000000	11.875593	
7.970000	11.892714	
5.590000	11.862192	
5.030000	11.827007	
4.320000	11.722766	
0.390000	3.509283	
2.120000	9.357337	
6.380000	11.882927	
3.980000	11.626771	
1.560000	7.611842	
2.320000	9.843157	
9.510000	11.893877	
0.070000	2.695729	
9.190000	11.893786	
1.630000	7.856627	
4.020000	11.640349	
1.530000	7.505195	
6.120000	11.878321	
9.320000	11.893827	
6.450000	11.883917	
0.560000	4.019567	
6.900000	11.888489	
6.430000	11.883644	
3.960000	11.619719	
5.780000	11.869310	
