9.320000	11.562473	
0.820000	4.869959	
8.330000	11.561909	
2.630000	10.268395	
5.810000	11.541043	
2.680000	10.342482	
9.260000	11.562456	
1.170000	6.192988	
3.450000	11.090260	
2.160000	9.365093	
4.620000	11.458904	
0.250000	2.965603	
5.390000	11.525009	
1.750000	8.239146	
4.450000	11.433014	
9.290000	11.562465	
9.390000	11.562491	
7.630000	11.560732	
0.950000	5.357158	
2.970000	10.702322	
6.770000	11.556600	
2.910000	10.636938	
5.170000	11.512331	
5.030000	11.502136	
5.320000	11.521364	
3.780000	11.252935	
9.430000	11.562502	
6.690000	11.555921	
0.640000	4.218975	
0.850000	4.981431	
1.440000	7.193607	
2.220000	9.502813	
9.110000	11.562407	
5.520000	11.530947	
9.210000	11.562441	
0.100000	2.555900	
7.800000	11.561125	
0.650000	4.254182	
2.300000	9.675817	
9.820000	11.562574	
9.250000	11.562452	
1.470000	7.300668	
7.500000	11.560366	
9.100000	11.562403	
9.260000	11.562456	
6.410000	11.552891	
8.890000	11.562313	
4.940000	11.494522	
5.300000	11.520261	
4.110000	11.360620	
