1.580000	7.995523	
8.280000	11.627395	
0.340000	2.989107	
5.730000	11.569629	
0.760000	4.933794	
1.820000	8.663966	
2.310000	9.721204	
4.630000	11.440565	
7.500000	11.621737	
6.030000	11.586062	
6.720000	11.609260	
5.020000	11.503347	
7.570000	11.622447	
0.690000	4.623044	
3.440000	10.993968	
1.740000	8.452752	
8.430000	11.628057	
7.390000	11.620519	
6.750000	11.609945	
3.540000	11.054753	
8.240000	11.627198	
6.540000	11.604682	
3.720000	11.150280	
4.800000	11.471006	
9.850000	11.631147	
7.600000	11.622736	
2.970000	10.615687	
9.450000	11.630664	
2.500000	10.032972	
0.920000	5.618790	
8.580000	11.628626	
0.950000	5.743002	
6.040000	11.586529	
0.200000	2.308837	
1.680000	8.286773	
3.250000	10.860991	
6.250000	11.595289	
8.770000	11.629234	
8.420000	11.628015	
0.010000	1.374133	
5.370000	11.541965	
7.400000	11.620634	
8.150000	11.626732	
8.560000	11.628555	
4.600000	11.434626	
1.020000	6.027312	
1.980000	9.052629	
8.740000	11.629146	
9.760000	11.631056	
8.480000	11.628256	
1.510000	7.780687	
2.980000	10.625596	
4.170000	11.326406	
9.560000	11.630816	
9.370000	11.630543	
1.630000	8.143443	
6.650000	11.607578	
2.830000	10.466957	
3.380000	10.954568	
1.880000	8.814920	
8.590000	11.628661	
2.020000	9.142960	
3.300000	10.898366	
1.690000	8.314891	
8.790000	11.629292	
9.480000	11.630708	
8.830000	11.629404	
2.370000	9.825033	
8.880000	11.629537	
2.730000	10.348542	
3.870000	11.217925	
2.960000	10.605684	
5.360000	11.541040	
8.910000	11.629613	
3.480000	11.018992	
3.850000	11.209476	
8.310000	11.627534	
1.980000	9.052629	
4.440000	11.399722	
8.050000	11.626161	
8.560000	11.628555	
7.330000	11.619792	
3.470000	11.012827	
6.050000	11.586989	
0.660000	4.487981	
1.710000	8.370581	
0.910000	5.577076	
9.400000	11.630590	
5.090000	11.512210	
8.150000	11.626732	
9.970000	11.631258	
8.960000	11.629737	
3.680000	11.130486	
7.140000	11.617181	
6.070000	11.587897	
3.540000	11.054753	
6.520000	11.604119	
9.830000	11.631127	
6.340000	11.598507	
7.700000	11.623637	
